--------- beginning of crash
03-11 19:04:24.890  1460  1460 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:24.891  1460  1460 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:24.891  1460  1460 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:24.898  1462  1462 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:24.898  1462  1462 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:24.898  1462  1462 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:25.157  1507  1594 I libged  : mtk-brm-commit-id:8f279a13f0709684183c66949c3aedba30471847
03-11 19:04:25.157  1507  1594 I libged  : mtk-brm-change-id:I9678c768ba1e3699d9c1b78051980c2e6eb41dfa
03-11 19:04:25.157  1507  1594 I libged  : mtk-brm-merge-id:none
03-11 19:04:25.191  1507  1594 I libGLES_mali: mtk-brm-commit-id:2dd3679a7a9ae1ac1c71018445b123e29438be5c
03-11 19:04:25.196  1507  1594 I libGLES_mali: mtk-brm-change-id:I2fd435266d7e8eadf0bdf45a2881b673239705c1
03-11 19:04:25.196  1507  1594 I libGLES_mali: mtk-brm-merge-id:none
03-11 19:04:25.226  1607  1607 I libneuralnetworks_sl_driver: mtk-brm-commit-id:161f105d8fdcda4d5f9ff10858623788849cd706
03-11 19:04:25.226  1607  1607 I libneuralnetworks_sl_driver: mtk-brm-change-id:I3cc60e15bedb425deae97e4ba62ce9795469d0f0
03-11 19:04:25.226  1607  1607 I libneuralnetworks_sl_driver: mtk-brm-merge-id:none
03-11 19:04:25.226  1612  1612 I thermal_core: mtk-brm-commit-id:234641ae27aad1cfcf52a5ba536c107c965a52ab
03-11 19:04:25.227  1612  1612 I thermal_core: mtk-brm-change-id:Ieb2106d5ec215adedae5ff15a92923dc35fdb2bc
03-11 19:04:25.227  1612  1612 I thermal_core: mtk-brm-merge-id:none
03-11 19:04:25.231  1607  1607 I neuralnetworks_shim: mtk-brm-commit-id:25a38658d8fcdbb20664f319d3ecf9d75fd3654c
03-11 19:04:25.231  1607  1607 I neuralnetworks_shim: mtk-brm-change-id:I98bca291cad1df955fc3a2dd4a672c689604df9b
03-11 19:04:25.231  1607  1607 I neuralnetworks_shim: mtk-brm-merge-id:none
03-11 19:04:25.313  1607  1607 I cpu_nn  : mtk-brm-commit-id:e0b1e6a299e09326d1e3c00df0bee88777f15fb0
03-11 19:04:25.313  1607  1607 I cpu_nn  : mtk-brm-change-id:Ia06225ca2806a5f28be95902c2303b12e9a90c38
03-11 19:04:25.313  1607  1607 I cpu_nn  : mtk-brm-merge-id:none
03-11 19:04:25.317  1603  1603 I libimsma_adapt: mtk-brm-commit-id:86b746c21fd235c214611f3344cf70649e895fd7
03-11 19:04:25.317  1603  1603 I libimsma_adapt: mtk-brm-change-id:I44c926fb2a62b0816d0a8d12e3957bca373f1721
03-11 19:04:25.317  1603  1603 I libimsma_adapt: mtk-brm-merge-id:none
03-11 19:04:25.368  1607  1607 I cmdl    : mtk-brm-commit-id:83b79bc206164073c4933dac9048e8bbf2468a2f
03-11 19:04:25.368  1607  1607 I cmdl    : mtk-brm-change-id:I3f996dc2e36f9014a83a3c7740956ca173b56f36
03-11 19:04:25.368  1607  1607 I cmdl    : mtk-brm-merge-id:none
03-11 19:04:25.375  1607  1607 I gpu_nn  : mtk-brm-commit-id:0b5fce9d2ecbb9be75db033475f121621364bbd0
03-11 19:04:25.377  1607  1607 I gpu_nn  : mtk-brm-change-id:Icf488c65b434d1938ee3d916fb07216f278b708b
03-11 19:04:25.378  1607  1607 I gpu_nn  : mtk-brm-merge-id:none
03-11 19:04:25.434  1666  1666 I emdlogger: mtk-brm-commit-id:9d634ad4aaec05afd61a48cc390c2f3e7ba213ba
03-11 19:04:25.434  1666  1666 I emdlogger: mtk-brm-change-id:I95f7f5b11ef3b8f02e5bc26abd93bf70033f9e48
03-11 19:04:25.434  1666  1666 I emdlogger: mtk-brm-merge-id:none
03-11 19:04:25.586  1722  1722 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:25.586  1722  1722 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:25.586  1722  1722 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:25.685  1723  1723 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:25.685  1723  1723 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:25.685  1723  1723 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:27.841  1685  1685 I mcnr_algo: mtk-brm-commit-id:dd4929e6a71bd0be06b2d18234833692e8dec44f
03-11 19:04:27.841  1685  1685 I mcnr_algo: mtk-brm-change-id:I4260c971d731b542818aac96725266c809617407
03-11 19:04:27.841  1685  1685 I mcnr_algo: mtk-brm-merge-id:none
03-11 19:04:27.952  1685  1685 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:27.952  1685  1685 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:27.952  1685  1685 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:52.404  3313  3313 I thermal_core: mtk-brm-commit-id:74ef16098784dd698d10950c8fd3f47295ee3fc0
03-11 19:04:52.404  3313  3313 I thermal_core: mtk-brm-change-id:I4b22c22d8511bdb8c07debbac82b1564676111e8
03-11 19:04:52.404  3313  3313 I thermal_core: mtk-brm-merge-id:none
03-11 19:18:29.295  1489  1489 I liboemcrypto: mtk-brm-commit-id:42dd6e7f89438f3318124f9493ca62ece27e05cf
03-11 19:18:29.295  1489  1489 I liboemcrypto: mtk-brm-change-id:Ifa8f19c763601e53c5a662fc54eb11853ade09e0
03-11 19:18:29.295  1489  1489 I liboemcrypto: mtk-brm-merge-id:none
03-12 15:00:51.829 10925 10925 E AndroidRuntime: FATAL EXCEPTION: main
03-12 15:00:51.829 10925 10925 E AndroidRuntime: Process: app.revenge, PID: 10925
03-12 15:00:51.829 10925 10925 E AndroidRuntime: java.lang.ExceptionInInitializerError
03-12 15:00:51.829 10925 10925 E AndroidRuntime: 	at org.lsposed.lspatch.metaloader.LSPAppComponentFactoryStub.a(Unknown Source:451)
03-13 00:29:46.492 16685 16685 I ccmni3  : ccmni3(1,1), rx=(6273,6476662,12958), tx=(3386,0,0), txq_len=(0,0), tx_drop=(0,0,0), rx_drop=(0,0), tx_busy=(0,0), sta=(0x3,0x81,0x0,0x0)
03-13 00:29:46.492 16685 16685 I ccmni4  : to:clr(33:0)
03-13 00:29:46.492     0     0 I         : [    C6] [ccci1/dpmf]dpmaif-txq pos: w/r/rel=(1539,1539,1539)(1420,1420,1420)(0,0,0)(304,304,304), tx_busy=0,0,0,0, last_isr=5a273c866dd0,5a2a4dde0d0a,0,54d5cbd7199e
03-13 00:29:46.492 16685 16685 I ccmni4  : ccmni4(0,0), rx=(107378,134505694,12958), tx=(16994,0,0), txq_len=(0,0), tx_drop=(0,0,0), rx_drop=(0,0), tx_busy=(0,0), sta=(0x2,0x80,0x1,0x1)
03-13 00:29:46.492     0     0 I [    C6] [ccci1/dpmf]dpmaif-rxq0: received:113679; q_state=1; budget:16383; w/r=(30900,30900)
03-13 00:29:46.492 16685 16685 I         : [ccci1/cif]total cnt=29413;rxq0 isr_cnt=2584;rxq1 isr_cnt=129;rxq2 isr_cnt=0;rxq3 isr_cnt=23;rxq4 isr_cnt=5643;rxq5 isr_cnt=21044;rxq6 isr_cnt=2;rxq7 isr_cnt=3;rxq8 isr_cnt=0;rxq9 isr_cnt=0;rxq10 isr_cnt=0;rxq11 isr_cnt=0;rxq12 isr_cnt=0;rxq13 isr_cnt=0;rxq14 isr_cnt=0;rxq15 isr_cnt=1;rxq16 isr_cnt=0;rxq17 isr_cnt=0;rxq18 isr_cnt=0;rxq19 isr_cnt=0;rxq20 isr_cnt=0;rxq21 isr_cnt=0;rxq22 isr_cnt=0;rxq23 isr_cnt=0;
03-13 00:29:46.628  1473  1527 I libPerfCtl: xgfGetFPS pid:20228 fps:-1
03-13 00:29:46.743  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265072): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:46.743  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265073): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:46.743  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265074): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:46.743  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265075): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:46.743  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265076): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:46.725 20656 20656 W audit   : audit_lost=219881072 audit_rate_limit=5 audit_backlog_limit=64
03-13 00:29:46.725 20656 20656 E audit   : rate limit exceeded
03-13 00:29:46.912  2785  2785 E MtkPhoneIntfMgrEx: MainThreadHandler.handleMessage : 3
03-13 00:29:46.919  2785  2785 D MtkPhoneIntfMgrEx: EVENT_AT_URC_IND(0) AT(prefix): +CSCON
03-13 00:29:46.922  2785  3164 D SarControl: disable: wifi_cell_rrc
03-13 00:29:46.927  2556  2682 D MobileConnectionRespositoryImpl: sim 0 callbackEvents received event: OnDataConnectionStateChanged(dataState=2)
03-13 00:29:46.928  2556  2682 D MobileConnectionRespositoryImpl: sim 0 dataConnectionState change to:Connected
03-13 00:29:47.033   329   329 I instant_current: cic_idx:0
03-13 00:29:47.119  2785  3182 D SatelliteController: iisInCarrierRoamingNbIotNtn: satellite is disabled
03-13 00:29:47.120  2556  2679 D MobileConnectionRepositoryEx: [2] smoothSignal: last level: 3 smooth level: -1 new level: 3
03-13 00:29:47.120  2556  2679 D MobileConnectionRepositoryEx: [2] smoothSignal: new level >= last, no action.
03-13 00:29:47.120  2556  2679 D MobileConnectionRepositoryEx: [2] smoothSignal: last level: 3 smooth level: -1 new level: 3
03-13 00:29:47.120  2556  2679 D MobileConnectionRepositoryEx: [2] smoothSignal: new level >= last, no action.
03-13 00:29:47.120  2556  2679 D MobileConnectionRepositoryEx: [2] getSmoothLevel: 3 mSmoothLevel -1
03-13 00:29:47.123  2556  2688 D MobileConnectionRespositoryImpl: sim 0 callbackEvents received event: OnDataConnectionStateChanged(dataState=2)
03-13 00:29:47.123  2556  2688 D MobileConnectionRespositoryImpl: sim 0 dataConnectionState change to:Connected
03-13 00:29:47.211    73    73 I         : [wdtk] kick watchdog
03-13 00:29:47.513  1460  1882 I hwcomposer: [HWCDisplay] [Display_0 (type:1, mode:2)] fps:60.319553,dur:1011.28,max:17.82,min:15.70  
03-13 00:29:47.628  1473  1527 I libPerfCtl: xgfGetFPS pid:20228 fps:-1
03-13 00:29:47.751  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265151): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:47.751  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265152): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:47.751  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265153): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:47.751  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265154): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:47.751  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265155): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:47.734 20656 20656 W audit   : audit_lost=219881146 audit_rate_limit=5 audit_backlog_limit=64
03-13 00:29:47.734 20656 20656 E audit   : rate limit exceeded
03-13 00:29:47.949  2101  2173 D AES     : AEEIOCTL_GET/SET_SF_STATE IOCTL,cmd= 1074294797, lParam=0. 
03-13 00:29:47.949  2101  2173 D AES     : AEEIOCTL_RT_MON_Kick IOCTL,cmd= 2147774474, lParam=300. 
03-13 00:29:47.929  2173  2173 I         : hang_detect HANG_KICK ( 300)
03-13 00:29:47.929  2173  2173 I         : [Hang_Detect] hang_detect enabled 10
03-13 00:29:48.125   329   329 I instant_current: cic_idx:0
03-13 00:29:48.524  1460  1882 I hwcomposer: [HWCDisplay] [Display_0 (type:1, mode:2)] fps:60.311703,dur:1011.41,max:18.05,min:14.85  
03-13 00:29:48.524   239   239 I [DISP]mtk_dsi_esd_cmp: expect[0x1], read[0x1]
03-13 00:29:48.628  1473  1527 I libPerfCtl: xgfGetFPS pid:20228 fps:-1
03-13 00:29:48.755  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265230): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:48.755  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265231): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:48.755  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265232): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:48.755  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265233): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:48.755  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265234): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:48.737 20656 20656 W audit   : audit_lost=219881220 audit_rate_limit=5 audit_backlog_limit=64
03-13 00:29:48.737 20656 20656 E audit   : rate limit exceeded
03-13 00:29:48.800 23799 23799 I         : timesync boot 105974114731113 sched 99145163987637 android 03-12 18:59:48.820542
03-13 00:29:48.815 16190 16190 I         : [name:spm&][SPM] mcusys was not off
03-13 00:29:48.816 16190 16190 I         : [name:spm&] Pending Wakeup Sources: NT_CHG_WAKE 11201000.usb0 disp_crtc0_wakelock
03-13 00:29:49.034  1461  1461 I instant_current: cic_idx:0
03-13 00:29:49.048  1461  1461 W healthd : soc_b:89, soc:89, soc_c:90, Vol:4326, Cur:0,chg_s:1,t_l:4778,b_s:4,OffTlast:0,lcd_off:0,Vu:4993,Vw:0,pid:1461,brightness:4.651900,rmCap:4509
03-13 00:29:49.048  1461  1461 W healthd : battery l=90 v=4326 t=33.0 h=2 st=4 c=-500 fc=5067000 cc=214 chg=u
03-13 00:29:49.061  1461  1461 W healthd : soc_b:89, soc:89, soc_c:90, Vol:4326, Cur:0,chg_s:1,t_l:4778,b_s:4,OffTlast:0,lcd_off:0,Vu:4981,Vw:0,pid:1461,brightness:4.651900,rmCap:4509
03-13 00:29:49.061  1461  1461 W HealthLoop: debug.nt.screen_brightness:4.651900
03-13 00:29:49.207  1685  2014 D ULogGuard: Monitoring: 17 threads, 0 requests, 0 time-bombs; 4 guards. ResetFlags = 0x7
03-13 00:29:49.217   329   329 I instant_current: cic_idx:0
03-13 00:29:49.535  1460  1882 I hwcomposer: [HWCDisplay] [Display_0 (type:1, mode:2)] fps:60.337646,dur:1010.98,max:17.60,min:15.59  
03-13 00:29:49.629  1473  1527 I libPerfCtl: xgfGetFPS pid:20228 fps:-1
03-13 00:29:49.759  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265309): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:49.759  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265310): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:49.759  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265311): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:49.759  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265312): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:49.759  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265313): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:49.740 20656 20656 W audit   : audit_lost=219881294 audit_rate_limit=5 audit_backlog_limit=64
03-13 00:29:49.740 20656 20656 E audit   : rate limit exceeded
03-13 00:29:50.068  1484  1484 I battery_health_proc_show: bat_health = 100!
03-13 00:29:50.083  1484  1484 I battery_health_proc_show: bat_health = 100!
03-13 00:29:50.305   329   329 I instant_current: cic_idx:0
03-13 00:29:50.545  1460  1882 I hwcomposer: [HWCDisplay] [Display_0 (type:1, mode:2)] fps:60.396938,dur:1009.99,max:18.63,min:14.61  
03-13 00:29:50.579   239   239 I [DISP]mtk_dsi_esd_cmp: expect[0x9c], read[0x9c]
03-13 00:29:50.632  1473  1527 I libPerfCtl: xgfGetFPS pid:20228 fps:-1
03-13 00:29:50.763  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265401): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:50.763  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265402): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:50.763  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265403): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:50.763  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265404): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:50.763  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265405): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:50.744 20656 20656 W audit   : audit_lost=219881381 audit_rate_limit=5 audit_backlog_limit=64
03-13 00:29:50.744 20656 20656 E audit   : rate limit exceeded
03-13 00:29:51.068  1505  1505 I chg_check_pmic_info: psp:65 - 1
03-13 00:29:51.409   329   329 I instant_current: cic_idx:0
03-13 00:29:51.557  1460  1882 I hwcomposer: [HWCDisplay] [Display_0 (type:1, mode:2)] fps:60.295471,dur:1011.68,max:17.79,min:15.60  
03-13 00:29:51.632  1473  1527 I libPerfCtl: xgfGetFPS pid:20228 fps:-1
03-13 00:29:51.767  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265467): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:51.767  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265468): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:51.767  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265469): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:51.767  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265470): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:51.749 20656 20656 W audit   : audit_lost=219881442 audit_rate_limit=5 audit_backlog_limit=64
03-13 00:29:51.749 20656 20656 E audit   : rate limit exceeded
03-13 00:29:51.767  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265471): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:51.792  2785  2785 E MtkPhoneIntfMgrEx: MainThreadHandler.handleMessage : 3
03-13 00:29:51.793  2785  2785 D MtkPhoneIntfMgrEx: EVENT_AT_URC_IND(0) AT(prefix): +CSCON
03-13 00:29:51.798  2785  3164 D SarControl: enable: wifi_cell_rrc
03-13 00:29:51.806  2556  2688 D MobileConnectionRespositoryImpl: sim 0 callbackEvents received event: OnDataConnectionStateChanged(dataState=2)
03-13 00:29:51.806  2556  2688 D MobileConnectionRespositoryImpl: sim 0 dataConnectionState change to:Connected
03-13 00:29:52.209  1685  2014 D ULogGuard: Monitoring: 17 threads, 0 requests, 0 time-bombs; 4 guards. ResetFlags = 0x7
03-13 00:29:52.337  2556  2689 D MobileConnectionRespositoryImpl: sim 0 callbackEvents received event: OnDataConnectionStateChanged(dataState=2)
03-13 00:29:52.337  2556  2689 D MobileConnectionRespositoryImpl: sim 0 dataConnectionState change to:Connected
03-13 00:29:52.505   329   329 I instant_current: cic_idx:0
03-13 00:29:52.568  1460  1882 I hwcomposer: [HWCDisplay] [Display_0 (type:1, mode:2)] fps:60.336483,dur:1011.00,max:17.74,min:15.66  
03-13 00:29:52.638  1473  1527 I libPerfCtl: xgfGetFPS pid:20228 fps:-1
03-13 00:29:52.618   239   239 I [DISP]mtk_dsi_esd_cmp: expect[0x1], read[0x1]
03-13 00:29:52.755 20656 20656 W audit   : audit_lost=219881516 audit_rate_limit=5 audit_backlog_limit=64
03-13 00:29:52.755 20656 20656 E audit   : rate limit exceeded
03-13 00:29:52.771  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265546): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:52.771  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265547): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:52.771  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265548): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:52.771  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265549): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:52.771  3170  3170 W dataInfoSend: type=1400 audit(0.0:220265550): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:29:52.844   318   318 I         : Vbat=4326 vbats=4332 vbus:4975 ibus:185 I=0 T=33 uisoc:89 type:usb>usb pd:6 swchg_ibat:0 cv:4490000 cmd_pp:-1
03-13 00:29:52.844   318   318 I mtk_charger_start_timer: alarm timer start:0, 105988 159136268
03-13 00:29:52.844   318   318 I         : [PE50]pe50_is_algo_waiver waiver = 0
03-13 00:29:52.844   318   318 I         : [PE50]pe50_is_algo_finish ALGO FINISH  = 0
03-13 00:29:52.844   318   318 I pd_adapter pd-adapter: pd_authentication pd type is not snk apdo
03-13 00:29:52.844   318   318 I pe50_hal_is_pd_adapter_ready type: 6
03-13 00:29:52.852   318   318 I         : F_VMIVR, val=4400
03-13 00:29:52.852   318   318 I         : [NT_SW_JEITA] Battery Normal Temperature between 20 and 35 !!
03-13 00:29:52.852   318   318 E [NT_SW_JEITA]preState: 3 newState:3 tmp:33 cv:4490000 chg:1 ieoc:800000
03-13 00:29:52.859   318   318 I sgm41606S 11-0065: sgm41606S_get_adc_data 9 33
03-13 00:29:52.873   318   318 I tmp     : 33 (jeita:1 sm:3 cv:4490000 en:1) (sm:1) en:0 c:1 s:0 ov:0 0 sc:0 0 0 saf_cmd:-1 bat_mon:1 0 uisoc_ctrl:89 0
03-13 00:29:52.874   318   318 I mtk_charger_enable_power_path_cust: area_id(0), disable_pp(u=0,p=0), en_pp = 1
03-13 00:29:52.874   318   318 I mtk_charger_enable_power_path_cust: power path is already en = 1
03-13 00:29:52.874   318   318 I [sc]disable_charger: 0
03-13 00:29:52.895   318   318 I [sc1]en : 0 t:0,80000,68392,11608 t:3600,8008,-1,-1 c:0,2000 ibus:202 uisoc: 89,80 s:3000 ans:ignore
03-13 00:29:53.124   149   149 I         : [wdk-c] cpu=5 o_k=5 lbit=0x20 cbit=0xff,df,7,1,231594461,ff,80512656,1135516,80512791,1135519,[99149488473262,15000000] 25 ffffffff s_cpu 5 - 0 0 0 0 0 0 0 0
03-13 00:29:53.124   149   149 I wdt_dump_cntcv CPU: 5 CNTCV_CTL:1 CNTCV_TVAL:9f85 CNTVCT:140cb100ec8 SYST_CNTCR:4490d SYST_DISTL:0 SYST_CNTCV:140cb100ec8
03-13 00:29:53.157   145   145 I         : [wdk-c] cpu=1 o_k=1 lbit=0x22 cbit=0xff,dd,7,1,231594461,ff,80512656,1135516,80512791,1135519,[99149521682416,14966770] 25 ffffffff
03-13 00:29:53.157   145   145 I wdt_dump_cntcv CPU: 1 CNTCV_CTL:1 CNTCV_TVAL:9f19 CNTVCT:140cb100f37 SYST_CNTCR:4490d SYST_DISTL:0 SYST_CNTCV:140cb100f28
03-13 00:29:53.161   150   150 I         : [wdk-c] cpu=6 o_k=6 lbit=0x62 cbit=0xff,9d,7,1,231594461,ff,80512656,1135516,80512791,1135519,[99149524937186,14963504] 25 ffffffff
03-13 00:29:53.161   150   150 I wdt_dump_cntcv CPU: 6 CNTCV_CTL:1 CNTCV_TVAL:71e79 CNTVCT:140cb101a17 SYST_CNTCR:4490d SYST_DISTL:0 SYST_CNTCV:140cb101a1c
03-13 00:29:53.174   148   148 I         : [wdk-c] cpu=4 o_k=4 lbit=0x72 cbit=0xff,8d,7,1,231594461,ff,80512656,1135516,80512791,1135519,[99149538404032,14950038] 25 ffffffff
03-13 00:29:53.174   148   148 I wdt_dump_cntcv CPU: 4 CNTCV_CTL:1 CNTCV_TVAL:fbe40 CNTVCT:140cb1018dc SYST_CNTCR:4490d SYST_DISTL:0 SYST_CNTCV:140cb1018e4
03-13 00:29:53.203   151   151 I         : [wdk-c] cpu=7 o_k=7 lbit=0xf2 cbit=0xff,d,7,1,231594461,ff,80512656,1135516,80512791,1135519,[99149567725186,14920718] 25 ffffffff
